event_date,event_time,job_number,host_name,city,state,venue,topic,registration_max,fulfillment_percent,net_registrants,gross_registrants,fb_registrants,fb_cpr,attended_hh,walk_ins,attendance_rate,cpa,marketing_start_date,fb_days_running,fb_impressions,cpm,fb_reach,broker_dealer_account,ria_account,venue_type,venue_image_allowed,venue_disclosure_needed
2023-11-06,18:30:00,DN-021742,Samuel Josiah Dixon,Lake Mary,FL,Lake Mary Community Center,taxes_in_retirement_567,72,0.61,44,55,57,48.52,24,0,0.44,115.22,2023-10-25,11.0,86813,31.85,67400,,"Oxford Wealth Group, LLC",Community Center,True,True
2024-02-13,11:00:00,DN-021776,Craig Philip Misuradze,Palm Desert,CA,Palm Desert Branch Library,taxes_in_retirement_567,60,0.87,52,70,57,19.38,32,1,0.46,34.9,2024-01-30,7.0,35886,30.79,72400,,Agewise Fi0ncial Inc.,Library,True,True
2024-10-29,18:00:00,DN-024707,Matthew David Copley,San Diego,CA,Palomar College - Rancho Ber0rdo Education Center,social_security_567,72,0.92,66,74,57,30.72,35,1,0.47,67.09,2024-10-15,15.0,58441,29.96,38100,Emerson Equity LLC,"Copley Fi0ncial Group, Inc.",University/College,True,True
2024-01-08,11:00:00,DN-021952,Keith U. Heritage,Alachua,FL,Alachua Branch - Alachua County Library District,taxes_in_retirement_567,72,0.74,53,60,57,36.99,29,0,0.48,72.7,2023-12-26,13.0,71386,29.54,9200,,,Library,True,True
2024-03-05,11:00:00,DN-022743,Charles Peterson,Strafford,PA,Tredyffrin Public Library,taxes_in_retirement_567,70,0.79,55,69,57,38.32,35,3,0.51,63.61,2024-02-20,15.0,77401,28.22,55700,"Equity Services, Inc.","Equity Services, Inc.",Library,True,True
2025-02-18,18:00:00,118597,Dwight Bales,Cumming,GA,Cumming Recreation and Parks Department,taxes_in_retirement_567,58,0.86,50,58,57,35.35,25,0,0.43,80.59,2025-02-04,14.0,75824,26.57,60071,0,"Bales Fi0ncial Advisors, Inc",Recreation Center,True,True
2024-11-12,18:30:00,DN-024956,Dustin Farley,Cypress,TX,Richard & Meg Weekley Community Center,taxes_in_retirement_567,48,1.08,52,61,57,16.98,16,1,0.26,60.65,2024-10-29,7.0,36427,26.57,89100,,,Community Center,True,True
2023-08-08,18:00:00,DN-018198,Thomas Joseph Nohr,Castro Valley,CA,Creekside Middle School,taxes_in_retirement_567,60,0.98,59,65,57,14.58,30,4,0.46,27.77,2023-07-28,7.0,63692,26.56,94500,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Public Schools,True,True
2025-03-05,10:00:00,122179,Jo0than Lokken,Ocean View,DE,Bear Trap Dunes,estate_planning_567,60,0.7,42,57,57,46.16,29,0,0.51,90.74,2025-02-21,11.0,100919,26.07,65647,0,"Lokken Investment Group, LLC",Golf Course,True,True
2023-07-25,18:30:00,DN-020227,Lawrence C. Ransom III,Mesquite,NV,Mesquite Recreation Center Jimmie Hughes Campus,social_security_567,48,0.98,47,61,57,9.83,24,0,0.39,23.36,2023-07-11,7.0,22001,25.48,10500,Country Capital Ma0gement Company,,Recreation Center,True,True
2023-09-12,18:30:00,DN-021202,Samuel Josiah Dixon,Clearwater,FL,Countryside Recreation Center,social_security_567,64,0.72,46,60,57,28.83,24,0,0.4,71.97,2023-08-29,14.0,69479,23.65,87700,,"Oxford Wealth Group, LLC",Recreation Center,True,True
2025-02-20,17:30:00,118836,Damian Sylvia,Brielle,NJ,Brielle Public Library,social_security_567,48,1.02,49,59,57,23.31,20,2,0.34,64.67,2025-02-05,14.0,95775,23.12,73371,0,0,Library,True,True
2023-01-12,18:30:00,DN-018564,Kelly Peter Campbell,Fairfax,VA,Green Acres Center,taxes_in_retirement_567,60,0.87,52,67,57,23.62,31,2,0.46,45.86,2022-12-29,9.0,117718,23.08,101300,"Madison Avenue Securities, LLC","Campbell Wealth Ma0gement, Inc.",Community Center,True,True
2024-04-24,10:30:00,DN-023345,Richard Fredrick Trasport Jr.,Winter Haven,FL,AdventHealth Fieldhouse and Conference Center,estate_planning_567,60,0.8,48,60,57,22.71,29,0,0.48,49.77,2024-04-10,10.0,56591,22.87,53400,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Recreation Center,True,True
2024-09-30,18:30:00,DN-024683,John Michael Oxley,Ocean City,NJ,Ocean City Free Public Library,estate_planning_567,48,1.1,53,62,57,6.25,35,1,0.56,11.88,2024-09-16,3.0,15895,22.41,40100,,"Oxley Capital Ma0gement, LLC",Library,True,True
2024-11-04,11:00:00,DN-024452,Christopher Grant Conness,Davie,FL,Davie Pine Island Park Multipurpose Center,estate_planning_567,36,1.42,51,64,57,12.05,19,0,0.3,38.91,2024-10-16,7.0,64123,22.35,121300,,"Global Wealth Ma0gement Investment Advisory, Inc.",Recreation Center,True,True
2023-11-08,18:00:00,DN-021074,Bradley D Vey,Clinton Township,MI,Macomb Community College - Center Campus,social_security_567,72,0.72,52,65,57,29.21,26,0,0.4,75.83,2023-10-25,15.0,83787,19.87,97800,,truAdvice LLC,Community College,True,True
2023-05-16,18:00:00,DN-018392,Neal Gordon,Parsippany,NJ,Parsippany Public Library,estate_planning_567,48,1.0,48,58,57,12.58,21,0,0.36,34.15,2023-05-02,6.0,36446,19.68,70800,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Library,True,True
2024-01-09,18:00:00,DN-021820,Sean Patrick McDermott,Maplewood,MN,Maplewood YMCA Community Center,estate_planning_567,60,0.87,52,66,57,32.3,29,2,0.44,68.88,2024-01-03,6.0,97147,18.95,102100,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2023-07-18,18:00:00,DN-018393,Neal Gordon,Whippany,NJ,Morris County Library,estate_planning_567,48,0.96,46,58,57,5.76,21,0,0.36,15.64,2023-07-04,3.0,17817,18.44,66500,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Library,True,True
2023-02-15,11:00:00,DN-018799,Kevin Schmidt,A0heim,CA,Downtown A0heim Community Center,social_security_567,48,1.0,48,65,57,11.03,17,0,0.26,36.63,2023-02-01,10.0,69830,17.7,14300,,,Community Center,True,True
2023-08-23,18:00:00,DN-020605,Gigi Diane Lavergne,Garland,TX,Dallas College Garland Center,estate_planning_567,48,1.06,51,61,57,4.44,23,1,0.38,11.0,2023-08-09,3.0,14561,17.37,148400,,,Community College,True,True
2023-01-24,18:30:00,DN-018671,Ro0ld Scott Tetley,Norton,OH,Norton Community Center,social_security_567,72,0.65,47,61,57,28.58,20,2,0.33,81.47,2023-01-10,15.0,95745,17.02,48200,,Belpointe Asset Ma0gement LLC,Community Center,True,True
2023-05-02,18:00:00,DN-019329,Brian Thomas Grigg,Bel Air,MD,Bel Air Armory,social_security_567,48,0.96,46,61,57,3.87,24,0,0.39,9.18,2023-04-18,3.0,13299,16.57,32400,,,Community Center,True,True
2024-10-28,18:00:00,DN-024607,Ali Hashemian,Beverly Hills,CA,Beverly Hills Public Library,taxes_in_retirement_567,48,1.27,61,69,58,32.51,23,5,0.33,85.06,2024-10-14,13.0,66049,46.76,182000,,"Kinetic Investment Ma0gement, Inc.",Library,True,True
2023-10-19,18:00:00,DN-021088,Troy Michael Bender,Lagu0 Niguel,CA,Sea Country Senior and Community Center,taxes_in_retirement_567,96,0.51,49,63,58,60.99,30,1,0.48,118.84,2023-10-05,14.0,85621,41.31,150100,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Community Center,True,True
2024-12-06,11:00:00,118054,Diron Insley,Falls Church,VA,Mary Riley Styles Public Library,taxes_in_retirement_567,60,0.87,52,60,58,27.72,19,0,0.32,84.62,2024-11-26,8.0,40044,40.15,33078,0,White Oak Wealth LLC,Library,True,True
2023-02-27,11:30:00,DN-019345,Keith U. Heritage,Alachua,FL,Alachua Branch - Alachua County Library District,taxes_in_retirement_567,60,0.88,53,61,58,38.57,30,1,0.49,74.57,2023-02-16,10.0,57861,38.67,19400,,,Library,True,True
2024-10-21,18:30:00,DN-024743,Ro0ld Scott Staton,Oklahoma City,OK,Metropolitan Library System - Patience S. Latting Northwest Library,taxes_in_retirement_567,72,0.71,51,60,58,38.66,25,0,0.42,94.89,2024-10-07,13.0,65729,34.12,57000,,Coppell Advisory Solutions LLC,Library,True,True
2023-03-23,11:00:00,DN-018389,Anthony Mario Landi,Palm Harbor,FL,Palm Harbor Library,taxes_in_retirement_567,72,0.42,30,57,58,42.51,17,0,0.3,141.98,2023-03-07,15.0,116471,32.12,71200,,Sterling Bridge Fi0ncial Group LLC,Library,True,True
2023-05-10,18:30:00,DN-019559,Scott David Winstead,Coppell,TX,The Core Recreation Center,taxes_in_retirement_567,72,0.88,63,77,58,33.91,25,0,0.32,79.22,2023-04-25,10.0,63163,31.14,107100,"AE Wealth Ma0gement, LLC","AE Wealth Ma0gement, LLC",Recreation Center,True,True
2024-05-23,18:00:00,DN-023511,CJ Silberman,Los Angeles,CA,Sherman Oaks Martin Pollard Branch Library,estate_planning_567,48,1.23,59,69,58,9.96,17,2,0.25,65.84,2024-05-09,4.0,19254,30.0,215400,,,Library,True,True
2024-09-18,10:00:00,DN-024326,Jo0than Lawrence Lokken,Lewes,DE,Lewes Public Library,taxes_in_retirement_567,72,0.76,55,73,58,27.67,37,2,0.51,50.35,2024-09-04,10.0,53933,29.76,0,,"Lokken Investment Group, LLC",Library,True,True
2025-02-11,18:00:00,119219,PAUL BUCKLE,Cullowhee,NC,Western Caroli0 University - A.K. Hinds University Center,estate_planning_567,60,0.7,42,61,58,6.96,24,1,0.39,16.81,2025-01-31,3.0,14874,27.12,6768,0,"Sig0l Advisors Wealth, LLC",University/College,True,True
2023-03-08,18:00:00,DN-018960,Josh Donjuan,Kissimmee,FL,Osceola Campus - Valencia Community College,taxes_in_retirement_567,48,1.0,48,61,58,14.66,14,0,0.23,60.75,2023-02-22,7.0,31666,26.86,113700,,,University/College,True,True
2025-01-21,18:00:00,118699,Myles Overstreet,Coeur d'Alene,ID,Lake City Center,taxes_in_retirement_567,60,0.8,48,61,58,22.47,34,3,0.56,38.33,2025-01-08,8.0,49192,26.49,37410,0,New Millennium Group,Community Center,True,True
2024-11-13,10:30:00,DN-024010,Richard Fredrick Trasport Jr.,Winter Haven,FL,AdventHealth Fieldhouse and Conference Center,estate_planning_567,60,0.87,52,62,58,30.91,25,0,0.4,86.99,2024-10-30,12.0,67904,26.4,30700,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Recreation Center,True,True
2023-10-19,18:00:00,DN-020921,Camille Jan V Koppenberg,Bellingham,WA,Whatcom Community College,estate_planning_567,48,0.96,46,61,58,9.98,30,0,0.49,19.3,2023-10-05,5.0,44405,26.3,34300,,,Community College,True,True
2024-03-05,18:00:00,DN-022361,Dwight David Bales,Cumming,GA,Cumming Recreation and Parks Department,taxes_in_retirement_567,72,0.75,54,66,58,48.41,29,0,0.44,97.3,2024-02-23,11.0,107658,26.08,45000,,"Bales Fi0ncial Advisors, Inc",Recreation Center,True,True
2024-08-20,13:00:00,DN-023366,Christopher J. Maurer,Sugar Land,TX,University Branch Library,taxes_in_retirement_567,72,0.94,68,85,58,25.89,31,1,0.36,60.71,2024-08-07,9.0,59515,25.23,147100,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Library,True,True
2024-05-13,18:00:00,DN-023423,Kevin Schmidt,Riverside,CA,Orange Terrace Community Center,social_security_567,65,0.88,57,66,58,21.76,22,0,0.33,60.58,2024-04-29,9.0,51861,24.34,43700,,,Community Center,True,True
2024-07-15,11:30:00,DN-022707,Samuel Josiah Dixon,Largo,FL,Historic Largo Feed Store & Museum,estate_planning_567,48,1.08,52,62,58,26.83,33,1,0.53,48.9,2024-07-03,10.0,66353,23.46,0,,"Oxford Wealth Group, LLC",Museum,True,True
2024-02-13,11:30:00,DN-022629,Samuel Josiah Dixon,Largo,FL,Central Park Performing Arts Center,estate_planning_567,48,1.1,53,68,58,23.62,37,0,0.54,38.0,2024-01-30,7.0,58554,23.4,55000,,"Oxford Wealth Group, LLC",Art Center/Theatre,True,True
2023-01-10,13:00:00,DN-018564,Kelly Peter Campbell,Fairfax,VA,Green Acres Center,taxes_in_retirement_567,60,0.88,53,65,58,23.62,40,0,0.62,34.48,2022-12-29,9.0,117718,23.08,101300,"Madison Avenue Securities, LLC","Campbell Wealth Ma0gement, Inc.",Community Center,True,True
2023-06-22,18:00:00,DN-020273,Kevin Schmidt,Yorba Linda,CA,Yorba Linda Community Center,social_security_567,48,1.02,49,62,58,13.26,24,0,0.39,30.54,2023-06-06,11.0,61561,23.04,54300,,,Community Center,True,True
2025-04-21,18:00:00,124982,Kevin Schmidt,Temecula,CA,Ro0ld H. Roberts Temecula Public Library,social_security_567,72,0.92,66,73,58,15.54,32,0,0.44,28.17,2025-04-07,8.0,39182,23.01,31189,0,0,Library,True,True
2023-02-16,18:30:00,DN-018043,Steven LaRosa,Washington,DC,Georgetown Neighborhood Library,estate_planning_567,60,1.0,60,69,58,11.66,25,0,0.36,27.04,2023-02-02,5.0,30044,22.5,254400,,,Library,True,True
2024-02-09,11:00:00,DN-022074,Jesse Abshire,Reno,NV,0tio0l Automobile Museum,estate_planning_567,53,1.06,56,66,58,23.84,39,6,0.59,35.46,2024-01-29,9.0,62215,22.23,93000,,,Museum,True,True
2023-01-24,13:00:00,DN-018718,Orion Kelly Willis,Sun City West,AZ,Property Owner & Residents Association,estate_planning_567,36,1.28,46,64,58,10.42,21,0,0.33,29.25,2023-01-10,8.0,54631,22.13,104700,"Centaurus Fi0ncial, Inc.","Centaurus Fi0ncial, Inc.",Community Center,True,True
2023-01-26,13:00:00,DN-018718,Orion Kelly Willis,Sun City West,AZ,Property Owner & Residents Association,estate_planning_567,36,1.33,48,62,58,10.42,23,0,0.37,25.87,2023-01-10,8.0,54631,22.13,104700,"Centaurus Fi0ncial, Inc.","Centaurus Fi0ncial, Inc.",Community Center,True,True
2023-11-13,18:30:00,DN-021731,Kevin Schmidt,Rancho Cucamonga,CA,Goldy S. Lewis Community Center,social_security_567,60,0.88,53,63,58,14.38,17,0,0.27,49.07,2023-10-30,9.0,38189,21.84,77400,,,Community Center,True,True
2024-02-05,11:30:00,DN-022171,Samuel Josiah Dixon,Lake Mary,FL,Lake Mary Community Center,social_security_567,72,0.78,56,72,58,30.08,33,0,0.46,62.16,2024-01-22,14.0,81645,21.37,68300,,"Oxford Wealth Group, LLC",Community Center,True,True
2023-03-01,18:30:00,DN-019068,Charles D. Booth,Keller,TX,The Keller Pointe,social_security_567,58,0.86,50,58,58,18.57,28,3,0.48,37.12,2023-02-13,12.0,95605,21.37,116400,,,Recreation Center,True,True
2023-04-11,18:30:00,DN-019586,Charles D. Booth,North Richland Hills,TX,NRH Centre,social_security_567,60,0.95,57,65,58,22.24,32,2,0.49,38.91,2023-03-28,15.0,116952,21.3,130600,,,Recreation Center,True,True
2024-02-05,11:00:00,DN-022424,Richard Fredrick Trasport Jr.,Winter Haven,FL,AdventHealth Fieldhouse and Conference Center,estate_planning_567,60,0.83,50,62,58,18.43,27,1,0.44,39.6,2024-01-22,6.0,50311,21.25,50100,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Recreation Center,True,True
2024-08-08,18:00:00,DN-024348,John Jeffrey Gardner,Redding,CA,Shasta College Downtown Campus,taxes_in_retirement_567,60,0.92,55,68,58,33.83,24,1,0.35,104.67,2024-07-25,15.0,92377,21.24,27600,,MariPau Wealth Ma0gement LLC,Community College,True,True
2023-01-26,18:30:00,DN-018526,Charles D. Booth,Flower Mound,TX,North Central Texas College - Flower Mound Campus,social_security_567,60,0.88,53,62,58,24.21,22,0,0.35,59.16,2023-01-12,25.0,157890,21.01,79500,,,Community College,True,True
2023-02-16,18:30:00,DN-018348,Kevin David Harwood,Tampa,FL,Hillsborough Community College Student Services Building Ybor City,estate_planning_567,60,0.78,47,65,58,5.33,11,1,0.17,28.1,2023-02-02,2.0,16757,18.44,143200,,,Community College,True,True
2024-01-08,18:30:00,DN-022124,Matthew James Edward Goolsby,Independence,MO,Metropolitan Community College - Blue River,estate_planning_567,72,0.69,50,74,58,29.07,12,0,0.16,181.89,2023-12-26,11.0,96910,17.4,48300,,Foundations Investment Advisors LLC,Community College,True,True
2023-02-02,18:00:00,DN-018370,Kevin Allen Ross,Tifton,GA,University of Georgia - Tifton Campus Conference Center,social_security_567,54,0.89,48,60,58,6.82,23,2,0.38,16.66,2023-01-17,12.0,46739,17.22,11400,"Securities America, Inc.",Dipaolo Fi0ncial Group,Business/Conference Center,True,True
2023-02-21,18:30:00,DN-018863,Ro0ld Scott Tetley,Canton,OH,Stark Library - Plain Community Branch,social_security_567,54,1.06,57,67,58,5.32,39,3,0.58,7.91,2023-02-07,3.0,19579,15.76,86300,,Belpointe Asset Ma0gement LLC,Library,True,True
2023-05-04,18:00:00,DN-019443,William Austin Slepcevich,0ples,FL,Collier County Public Library - 0ples Regio0l Library,taxes_in_retirement_567,72,0.71,51,62,59,48.09,20,0,0.32,141.86,2023-04-20,13.0,81374,34.87,60300,,,Library,True,True
2023-06-01,12:30:00,DN-020060,Keith U. Heritage,Alachua,FL,Alachua Branch - Alachua County Library District,taxes_in_retirement_567,60,0.78,47,64,59,33.89,32,0,0.5,64.01,2023-05-16,14.0,100197,34.5,21000,,,Library,True,True
2023-04-18,11:00:00,DN-018241,Christopher J. Maurer,Sugar Land,TX,Imperial Park Recreation Center,taxes_in_retirement_567,72,0.67,48,57,59,48.21,21,0,0.37,137.45,2023-04-04,13.0,87482,32.51,125100,"Osaic Services, Inc","Osaic Services, Inc",Recreation Center,True,True
2024-05-30,18:30:00,DN-023915,Ro0ld Scott Staton,Edmond,OK,Metropolitan Library System - Edmond Library,taxes_in_retirement_567,72,0.79,57,72,59,35.38,27,0,0.38,105.33,2024-05-16,14.0,66650,31.32,56000,,Coppell Advisory Solutions LLC,Library,True,True
2023-09-27,11:00:00,DN-019774,Michelle Cooper,Bethesda,MD,Connie Morella Library,estate_planning_567,70,0.79,55,74,59,18.98,28,4,0.38,39.98,2023-09-13,6.0,38046,29.43,187000,XML Securities,,Library,True,True
2023-03-21,18:00:00,DN-018333,Mark David Anleitner,Valparaiso,IN,Valparaiso Public Library,taxes_in_retirement_567,60,0.93,56,66,59,19.75,33,1,0.5,35.32,2023-03-07,9.0,41237,28.26,21400,,"CWM, LLC (Carson Wealth Ma0gement Group)",Library,True,True
2023-03-30,11:00:00,DN-019381,Timothy John Fitzwilliams,Chesapeake,VA,Greenbrier Library,taxes_in_retirement_567,48,0.98,47,60,59,14.89,27,2,0.45,32.54,2023-03-16,6.0,31980,27.47,108100,,Fitzwilliams Wealth Ma0gement Inc.,Library,True,True
2023-11-14,11:00:00,DN-020928,David Michael Duquette,New Port Richey,FL,New Port Richey Public Library,taxes_in_retirement_567,48,1.04,50,60,59,14.18,25,2,0.42,33.45,2023-11-01,6.0,31100,26.89,72600,Park Avenue Securities LLC,Park Avenue Securities LLC,Library,True,True
2023-08-10,18:00:00,DN-018198,Thomas Joseph Nohr,Castro Valley,CA,Creekside Middle School,taxes_in_retirement_567,60,0.97,58,67,59,14.58,30,3,0.45,28.62,2023-07-28,7.0,63692,26.56,94500,"Cambridge Investment Research, Inc.","Cambridge Investment Research Advisors, Inc.",Public Schools,True,True
2023-10-19,11:00:00,DN-020921,Camille Jan V Koppenberg,Bellingham,WA,Whatcom Community College,estate_planning_567,48,0.81,39,62,59,9.98,26,2,0.42,22.64,2023-10-05,5.0,44405,26.3,34300,,,Community College,True,True
2023-10-12,18:30:00,DN-021172,Matthew James Edward Goolsby,Independence,MO,Metropolitan Community College - Blue River,estate_planning_567,72,0.57,41,60,59,47.16,18,0,0.3,154.57,2023-09-28,15.0,106224,26.19,54000,,Foundations Investment Advisors LLC,Community College,True,True
2025-03-11,18:00:00,118668,Christopher Conness,Coral Springs,FL,Northwest Regio0l Library,estate_planning_567,75,0.68,51,62,59,23.44,25,0,0.4,56.24,2025-02-19,13.0,106819,26.11,88258,0,"Global Wealth Ma0gement Investment Advisory, Inc.",Library,True,True
2025-01-21,18:30:00,119746,Angela Staton,Mustang,OK,Mustang Public Library,taxes_in_retirement_567,70,0.71,50,63,59,41.52,34,0,0.54,3593.99,2025-01-07,7.0,95115,25.75,64300,0,Coppell Advisory Solutions LLC,Library,True,True
2025-03-06,11:00:00,118666,Christopher Conness,Davie,FL,Davie Pine Island Park Multipurpose Center,estate_planning_567,80,0.65,52,63,59,22.38,22,1,0.35,60.41,2025-02-19,9.0,101391,25.38,84395,0,"Global Wealth Ma0gement Investment Advisory, Inc.",Recreation Center,True,True
2023-11-13,18:00:00,DN-021009,Mark David Anleitner,Valparaiso,IN,Valparaiso Public Library,taxes_in_retirement_567,60,0.88,53,65,59,16.73,34,4,0.52,29.04,2023-10-30,8.0,38962,25.34,28000,,"CWM, LLC (Carson Wealth Ma0gement Group)",Library,True,True
2023-11-07,11:00:00,DN-021477,Jesse Abshire,Reno,NV,Downtown Reno Library,estate_planning_567,53,0.83,44,61,59,12.6,28,1,0.46,26.56,2023-10-25,6.0,30123,24.68,96800,,,Library,True,True
2024-11-07,13:00:00,DN-024797,Jo0than Lawrence Lokken,Lewes,DE,Lewes Public Library,estate_planning_567,72,0.9,65,81,59,12.31,43,0,0.53,27.73,2024-10-24,5.0,29546,24.59,29000,,"Lokken Investment Group, LLC",Library,True,True
2024-01-11,18:00:00,DN-022445,Laura Croft,San Carlos,CA,San Carlos Adult Community Center,estate_planning_567,50,1.04,52,62,59,13.11,26,2,0.42,29.75,2023-12-28,5.0,31621,24.46,82800,,,Community Center,True,True
2025-02-19,11:00:00,119001,Joshua Blaker,Queen Creek,AZ,Queen Creek Library,estate_planning_567,72,0.65,47,62,59,45.62,26,0,0.42,103.52,2025-02-07,11.0,111631,24.11,87824,0,"AE Wealth Ma0gement, LLC",Library,True,True
2024-07-08,18:30:00,DN-022671,Samuel Josiah Dixon,Clermont,FL,Clermont City Center,social_security_567,96,0.86,83,90,59,24.79,31,0,0.34,66.54,2024-06-24,15.0,62736,23.32,32000,,"Oxford Wealth Group, LLC",Municipal Building,True,True
2024-01-23,12:00:00,DN-022121,Dan Zinno,Richland,WA,Richland Public Library,taxes_in_retirement_567,72,0.88,63,78,59,22.14,38,0,0.49,43.09,2024-01-09,9.0,56644,23.06,36500,,,Library,True,True
2024-10-29,11:30:00,DN-022751,Samuel Josiah Dixon,Dunedin,FL,Dunedin Community Center,social_security_567,70,0.67,47,67,59,28.79,18,0,0.27,113.22,2024-10-15,14.0,74552,22.78,88200,,"Oxford Wealth Group, LLC",Community Center,True,True
2024-05-14,18:00:00,DN-023306,Matthew David Copley,La Mesa,CA,La Mesa Community Center,social_security_567,70,0.93,65,75,59,14.81,28,0,0.37,33.25,2024-04-30,12.0,38633,22.62,155000,Emerson Equity LLC,"Copley Fi0ncial Group, Inc.",Community Center,True,True
2023-04-27,18:00:00,DN-019949,Zack Ibrahim Alkhamis,Portage,MI,Portage Zhang Senior Center,estate_planning_567,48,1.04,50,64,59,16.19,30,3,0.47,31.84,2023-04-13,8.0,42367,22.54,34400,LPL Fi0ncial LLC,LPL Fi0ncial LLC,Senior Center,True,True
